ensembl_gene_id,ensembl_transcript_id,rgd_symbol,entrezgene_id,chr_name,gene_start,gene_end,strand
ENSRNOG00000020225,ENSRNOT00000037177,Dlgap4,286930,3,152752091,152846118,1
ENSRNOG00000060898,ENSRNOT00000088219,,100910418,16,73755539,73763312,1
ENSRNOG00000042820,ENSRNOT00000048366,Pramef17,691139,5,162440224,162442968,-1
ENSRNOG00000049814,ENSRNOT00000065729,LOC100910882,362251,3,152226710,152259156,-1
ENSRNOG00000049814,ENSRNOT00000065729,LOC100910882,100910882,3,152226710,152259156,-1
ENSRNOG00000049814,ENSRNOT00000065729,Rbm39,362251,3,152226710,152259156,-1
ENSRNOG00000049814,ENSRNOT00000065729,Rbm39,100910882,3,152226710,152259156,-1
ENSRNOG00000027245,ENSRNOT00000036383,Tdrp,498662,16,80729400,80755415,1
ENSRNOG00000027245,ENSRNOT00000082049,Tdrp,498662,16,80729400,80755415,1
ENSRNOG00000009795,ENSRNOT00000067538,Nfib,29227,5,100439082,100647727,-1
ENSRNOG00000009795,ENSRNOT00000013092,Nfib,29227,5,100439082,100647727,-1
ENSRNOG00000009795,ENSRNOT00000067435,Nfib,29227,5,100439082,100647727,-1
ENSRNOG00000038490,ENSRNOT00000058668,,,16,68671838,68673587,-1
ENSRNOG00000042374,ENSRNOT00000066341,Tgif2,499929,3,152909189,152924377,1
ENSRNOG00000017683,ENSRNOT00000023805,Adam18,57029,16,72139063,72210900,1
ENSRNOG00000005964,ENSRNOT00000008302,Nr4a3,58853,5,63781801,63821637,1
ENSRNOG00000047874,ENSRNOT00000073634,Nelfcd,,3,172510874,172526740,1
ENSRNOG00000050106,ENSRNOT00000085482,Rcc1,682908,5,150509040,150525254,-1
ENSRNOG00000050106,ENSRNOT00000075127,Rcc1,682908,5,150509040,150525254,-1
ENSRNOG00000048481,ENSRNOT00000071002,Olr845,298046,5,69246292,69247760,-1
ENSRNOG00000060597,ENSRNOT00000091494,Syf2,170933,5,153269526,153277563,1
ENSRNOG00000049484,ENSRNOT00000071672,Atp9a,,3,165412803,165477771,-1
ENSRNOG00000012757,ENSRNOT00000064316,Nek3,,16,74785281,74806149,1
ENSRNOG00000012757,ENSRNOT00000017106,Nek3,,16,74785281,74806149,1
ENSRNOG00000012757,ENSRNOT00000090646,Nek3,,16,74785281,74806149,1
ENSRNOG00000012944,ENSRNOT00000017972,Casp9,58918,5,160355833,160373778,1
ENSRNOG00000012944,ENSRNOT00000088523,Casp9,58918,5,160355833,160373778,1
ENSRNOG00000012944,ENSRNOT00000080721,Casp9,58918,5,160355833,160373778,1
ENSRNOG00000012944,ENSRNOT00000085378,Casp9,58918,5,160355833,160373778,1
ENSRNOG00000047007,ENSRNOT00000073650,,102557590,3,173371325,173371835,-1
ENSRNOG00000013740,ENSRNOT00000018362,,,16,74958897,74963044,-1
ENSRNOG00000007330,ENSRNOT00000083577,Capzb,298584,5,157642751,157742478,1
ENSRNOG00000007330,ENSRNOT00000010308,Capzb,298584,5,157642751,157742478,1
ENSRNOG00000005958,ENSRNOT00000055602,Rrbp1,311483,3,138055240,138116664,-1
ENSRNOG00000018739,ENSRNOT00000025488,Pax7,500574,5,158214616,158313426,-1
ENSRNOG00000028064,ENSRNOT00000018953,Fhad1,500577,5,160437896,160555083,-1
ENSRNOG00000005070,ENSRNOT00000081816,Spopl,296532,3,401429,471634,-1
ENSRNOG00000005070,ENSRNOT00000033653,Spopl,296532,3,401429,471634,-1
ENSRNOG00000019504,ENSRNOT00000026392,Adprhl1,290880,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000057740,Adprhl1,290880,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000073240,Adprhl1,290880,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000026546,Adprhl1,290880,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000026392,Adprhl1,361180,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000057740,Adprhl1,361180,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000073240,Adprhl1,361180,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000026546,Adprhl1,361180,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000026392,Grtp1,290880,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000057740,Grtp1,290880,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000073240,Grtp1,290880,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000026546,Grtp1,290880,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000026392,Grtp1,361180,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000057740,Grtp1,361180,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000073240,Grtp1,361180,16,81616604,81688148,1
ENSRNOG00000019504,ENSRNOT00000026546,Grtp1,361180,16,81616604,81688148,1
ENSRNOG00000010332,ENSRNOT00000013759,Nipsnap3b,313211,5,69833225,69849112,1
ENSRNOG00000059919,ENSRNOT00000089716,,296462,3,175450979,175464117,1
ENSRNOG00000018109,ENSRNOT00000024464,Clic4,83718,5,153568745,153625869,-1
ENSRNOG00000049959,ENSRNOT00000074336,Igsf21,,5,158503244,158549496,-1
ENSRNOG00000057756,ENSRNOT00000087356,,296461,3,175493698,175538963,1
ENSRNOG00000051484,ENSRNOT00000090372,,,5,107323288,107323733,-1
ENSRNOG00000014199,ENSRNOT00000019002,Zfp703,680717,16,69237857,69242028,-1
ENSRNOG00000012654,ENSRNOT00000016995,Vps36,290851,16,74719553,74743927,-1
ENSRNOG00000021295,ENSRNOT00000038182,Rae1,362281,3,171015617,171030384,1
ENSRNOG00000006420,ENSRNOT00000008764,Rbm38,366262,3,171037957,171050475,1
ENSRNOG00000059588,ENSRNOT00000079622,,,16,68986868,68987147,1
ENSRNOG00000032089,ENSRNOT00000050296,Defb38,652922,16,75058572,75061804,1
ENSRNOG00000013859,ENSRNOT00000018581,Bpifa1,246238,3,149624712,149630613,1
ENSRNOG00000056563,ENSRNOT00000080407,,100362477,16,75002031,75004617,-1
ENSRNOG00000038151,ENSRNOT00000058063,Defb11,641630,16,75149437,75156321,-1
ENSRNOG00000021949,ENSRNOT00000039101,Pramel7,502647,3,75545523,75548483,-1
ENSRNOG00000012674,ENSRNOT00000016907,Adrb3,25645,16,69003868,69006632,1
ENSRNOG00000013751,ENSRNOT00000018369,Prosc,306544,16,69163577,69176036,-1
ENSRNOG00000007782,ENSRNOT00000082145,Ghrh,29446,3,153449125,153468794,-1
ENSRNOG00000007782,ENSRNOT00000010443,Ghrh,29446,3,153449125,153468794,-1
ENSRNOG00000007782,ENSRNOT00000010298,Ghrh,29446,3,153449125,153468794,-1
ENSRNOG00000029522,ENSRNOT00000050112,Defa6,613223,16,75400781,75401655,1
ENSRNOG00000055818,ENSRNOT00000085004,,,3,78262930,78263882,-1
ENSRNOG00000007558,ENSRNOT00000009930,Defb36,641640,3,148082790,148091619,1
ENSRNOG00000007558,ENSRNOT00000080767,Defb36,641640,3,148082790,148091619,1
ENSRNOG00000009495,ENSRNOT00000080516,Src,83805,3,153580861,153595642,1
ENSRNOG00000009495,ENSRNOT00000012739,Src,83805,3,153580861,153595642,1
ENSRNOG00000023972,ENSRNOT00000057461,Col4a2,306628,16,83387364,83438561,-1
ENSRNOG00000023195,ENSRNOT00000031683,Defb29,641519,3,148008851,148010176,-1
ENSRNOG00000050404,ENSRNOT00000071853,Pmepa1,311676,3,171294856,171342646,-1
ENSRNOG00000023154,ENSRNOT00000031613,Defb21,641636,3,148047638,148048952,1
ENSRNOG00000012739,ENSRNOT00000017324,Brf2,306542,16,69089955,69094674,1
ENSRNOG00000033972,ENSRNOT00000046156,Defb50,641639,16,75249704,75262002,-1
ENSRNOG00000055809,ENSRNOT00000085938,,100911769,3,153843206,153893847,-1
ENSRNOG00000055809,ENSRNOT00000087907,,100911769,3,153843206,153893847,-1
ENSRNOG00000038365,ENSRNOT00000022097,Plekha2,684785,16,71738718,71787787,1
ENSRNOG00000016352,ENSRNOT00000021907,Cbfa2t2,296293,3,149935731,150038257,1
ENSRNOG00000018077,ENSRNOT00000024392,Agpat6,290843,16,73615949,73649767,1
ENSRNOG00000061217,ENSRNOT00000090602,,103690425,3,173165975,173166369,-1
ENSRNOG00000043311,ENSRNOT00000068252,Birc7,296468,3,176439199,176443195,1
ENSRNOG00000038135,ENSRNOT00000018580,RatNP-3b,498659,16,75497832,75530517,-1
ENSRNOG00000038135,ENSRNOT00000086035,RatNP-3b,498659,16,75497832,75530517,-1
ENSRNOG00000048080,ENSRNOT00000075547,,,3,173838720,173839433,-1
ENSRNOG00000058983,ENSRNOT00000089971,,499951,3,175701280,175709465,-1
ENSRNOG00000014462,ENSRNOT00000019594,Fnta,25318,16,70834957,70854724,1
ENSRNOG00000028708,ENSRNOT00000039780,Ntsr1,366274,3,175885894,176046345,1
ENSRNOG00000028708,ENSRNOT00000082073,Ntsr1,366274,3,175885894,176046345,1
ENSRNOG00000038128,ENSRNOT00000058031,Defb33,641647,16,75578706,75581325,-1
ENSRNOG00000013957,ENSRNOT00000018741,Spag11a,246305,16,75666439,75668182,-1
ENSRNOG00000010868,ENSRNOT00000014498,Rims4,266976,3,160241619,160301552,-1
ENSRNOG00000038129,ENSRNOT00000043486,Defb52,498660,16,75572070,75574546,1
ENSRNOG00000013939,ENSRNOT00000058029,Defb4,64389,16,75634598,75637789,-1
ENSRNOG00000012722,ENSRNOT00000017319,Ppdpf,296470,3,176691329,176692271,1
ENSRNOG00000007567,ENSRNOT00000010149,Rem1,366232,3,148108539,148116991,1
ENSRNOG00000012767,ENSRNOT00000017025,Micu3,364601,16,55045619,55132191,-1
ENSRNOG00000054557,ENSRNOT00000081344,,100362102,3,175408629,175417610,1
ENSRNOG00000014275,ENSRNOT00000019281,Hook3,,16,70778913,70831164,1
ENSRNOG00000060449,ENSRNOT00000084027,,,3,175629374,175630048,1
ENSRNOG00000011431,ENSRNOT00000015203,Mfhas1,306508,16,60128201,60208462,-1
ENSRNOG00000056853,ENSRNOT00000082686,Psma7,29674,3,175420039,175426395,-1
ENSRNOG00000019346,ENSRNOT00000026281,Tmco3,306607,16,81549204,81583916,-1
ENSRNOG00000019346,ENSRNOT00000026281,Tmco3,103693999,16,81549204,81583916,-1
ENSRNOG00000020317,ENSRNOT00000027539,RGD1307752,296315,3,152933771,152943777,1
ENSRNOG00000024930,ENSRNOT00000036506,Smim19,100362321,16,74408183,74422215,1
ENSRNOG00000036870,ENSRNOT00000055345,Bpifa2f,54303,3,149524667,149533248,1
ENSRNOG00000014605,ENSRNOT00000019615,Lig4,290907,16,85331866,85337769,1
ENSRNOG00000045729,ENSRNOT00000071773,,,16,81990341,81991696,-1
ENSRNOG00000005800,ENSRNOT00000007675,Il1f10,362077,3,1413671,1416599,1
ENSRNOG00000014745,ENSRNOT00000019797,Pdha1l1,,16,88345247,88347369,-1
ENSRNOG00000011424,ENSRNOT00000015176,Cldn23,290789,16,59988603,59990326,1
ENSRNOG00000012565,ENSRNOT00000016756,Cln8,306619,16,79828324,79838212,-1
ENSRNOG00000054212,ENSRNOT00000090547,Pde1a,81529,3,66803247,66885094,-1
ENSRNOG00000054212,ENSRNOT00000084299,Pde1a,81529,3,66803247,66885094,-1
ENSRNOG00000014648,ENSRNOT00000019675,Efnb2,306636,16,86631064,86675049,1
ENSRNOG00000013760,ENSRNOT00000018386,Wfdc5,296352,3,160567805,160573978,-1
ENSRNOG00000050697,ENSRNOT00000072069,Ctsz,252929,3,172527107,172537877,-1
ENSRNOG00000014915,ENSRNOT00000020252,Gsr,116686,16,62197617,62241361,-1
ENSRNOG00000014915,ENSRNOT00000090036,Gsr,116686,16,62197617,62241361,-1
ENSRNOG00000007827,ENSRNOT00000010418,Cox4i2,84683,3,148234193,148245416,1
ENSRNOG00000038375,ENSRNOT00000058436,,,16,71438596,71439402,1
ENSRNOG00000046644,ENSRNOT00000075573,Slmo2,,3,172567732,172574333,-1
ENSRNOG00000028958,ENSRNOT00000047499,,,16,16949232,16950239,1
ENSRNOG00000012174,ENSRNOT00000016204,RGD1559708,,16,22410734,22411225,-1
ENSRNOG00000018719,ENSRNOT00000064662,Cir1,362149,3,59994181,60023913,-1
ENSRNOG00000010235,ENSRNOT00000051590,Pkig,266709,3,160047296,160115177,1
ENSRNOG00000010235,ENSRNOT00000080707,Pkig,266709,3,160047296,160115177,1
ENSRNOG00000015621,ENSRNOT00000066974,Whsc1l1,290831,16,71130668,71237118,-1
ENSRNOG00000015621,ENSRNOT00000088458,Whsc1l1,290831,16,71130668,71237118,-1
ENSRNOG00000053730,ENSRNOT00000078447,,,3,21013236,21013369,1
ENSRNOG00000014021,ENSRNOT00000018844,Matn4,296358,3,160838632,160853650,-1
ENSRNOG00000001581,ENSRNOT00000002148,Hoxd10,,3,61613774,61617367,1
ENSRNOG00000013618,ENSRNOT00000018870,Ankrd10,361183,16,83206004,83228194,1
ENSRNOG00000032177,ENSRNOT00000040741,LOC499843,499843,3,90720921,90751055,-1
ENSRNOG00000015021,ENSRNOT00000065043,Carkd,361185,16,83326301,83342667,-1
ENSRNOG00000004639,ENSRNOT00000006148,Traf6,311245,3,91252829,91271607,1
ENSRNOG00000055042,ENSRNOT00000086215,,306284,16,10527697,10529061,-1
ENSRNOG00000032890,ENSRNOT00000043510,LOC100912321,100912321,16,34795971,34796921,1
ENSRNOG00000014235,ENSRNOT00000019084,Zgpat,296478,3,176865156,176881549,1
ENSRNOG00000011839,ENSRNOT00000015790,Mrps31,290850,16,74467851,74496731,-1
ENSRNOG00000032376,ENSRNOT00000042908,LOC688765,688765,16,58729775,58731673,-1
ENSRNOG00000014739,ENSRNOT00000019804,Wfdc2,286888,3,161018511,161024209,1
ENSRNOG00000014739,ENSRNOT00000039664,Wfdc2,286888,3,161018511,161024209,1
ENSRNOG00000038133,ENSRNOT00000058037,Defa11,613225,16,75517505,75518336,-1
ENSRNOG00000016559,ENSRNOT00000022425,Tm2d2,290833,16,71804350,71809925,-1
ENSRNOG00000014592,ENSRNOT00000020168,Zbtb46,311718,3,176890806,176958880,-1
ENSRNOG00000014592,ENSRNOT00000078661,Zbtb46,311718,3,176890806,176958880,-1
ENSRNOG00000017156,ENSRNOT00000023065,Ankle1,361122,16,19800463,19803796,1
ENSRNOG00000007416,ENSRNOT00000009726,Clp1,311166,3,72125273,72128973,-1
ENSRNOG00000013681,ENSRNOT00000018364,Kcns1,117023,3,160554425,160561741,-1
ENSRNOG00000018543,ENSRNOT00000025958,Atp4b,24217,16,81136218,81145131,-1
ENSRNOG00000017231,ENSRNOT00000041330,Adam9,290834,16,71810377,71887926,1
ENSRNOG00000032304,ENSRNOT00000048414,Defb14,641627,16,75647680,75648538,-1
ENSRNOG00000037753,ENSRNOT00000081359,Slc10a2,29500,16,90324361,90345865,1
ENSRNOG00000037753,ENSRNOT00000057310,Slc10a2,29500,16,90324361,90345865,1
ENSRNOG00000061690,ENSRNOT00000079019,,83820,3,173884287,173947018,-1
ENSRNOG00000061690,ENSRNOT00000078047,,83820,3,173884287,173947018,-1
ENSRNOG00000012841,ENSRNOT00000017164,Alg11,361174,16,74857562,74864816,-1
ENSRNOG00000038115,ENSRNOT00000058002,Defb37,652921,16,75083172,75095108,1
ENSRNOG00000053090,ENSRNOT00000083479,,,16,26592145,26592321,-1
ENSRNOG00000056629,ENSRNOT00000091719,,,16,2061613,2061882,1
ENSRNOG00000011518,ENSRNOT00000015725,Dusp26,306527,16,64798766,64806044,-1
ENSRNOG00000046576,ENSRNOT00000074550,LOC302192,302192,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000050464,LOC302192,302192,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000074550,LOC302192,681180,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000050464,LOC302192,681180,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000074550,LOC302192,689479,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000050464,LOC302192,689479,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000074550,LOC681180,302192,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000050464,LOC681180,302192,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000074550,LOC681180,681180,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000050464,LOC681180,681180,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000074550,LOC681180,689479,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000050464,LOC681180,689479,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000074550,LOC691491,302192,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000050464,LOC691491,302192,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000074550,LOC691491,681180,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000050464,LOC691491,681180,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000074550,LOC691491,689479,16,66230011,66387794,1
ENSRNOG00000046576,ENSRNOT00000050464,LOC691491,689479,16,66230011,66387794,1
ENSRNOG00000025365,ENSRNOT00000032116,Ido2,,16,72268943,72289156,1
ENSRNOG00000031521,ENSRNOT00000050279,Cldn24,502083,16,47536814,47537476,-1
ENSRNOG00000013339,ENSRNOT00000044026,Gmeb2,83635,3,176753860,176791960,-1
ENSRNOG00000013339,ENSRNOT00000018237,Gmeb2,83635,3,176753860,176791960,-1
ENSRNOG00000018040,ENSRNOT00000024301,Gins4,290842,16,73584521,73596793,1
ENSRNOG00000053318,ENSRNOT00000083640,,,3,58648303,58648407,-1
ENSRNOG00000052858,ENSRNOT00000080696,,,16,54386513,54386785,1
ENSRNOG00000014297,ENSRNOT00000019386,Sdc4,24771,3,160872503,160891190,-1
ENSRNOG00000029996,ENSRNOT00000036217,LOC100360150,,3,150154677,150156839,-1
ENSRNOG00000014526,ENSRNOT00000019993,Cars2,361184,16,83288664,83325699,1
ENSRNOG00000029875,ENSRNOT00000044802,Mrpl41,296551,3,2181045,2181962,-1
ENSRNOG00000042526,ENSRNOT00000037518,Wfdc6a,685153,3,161036703,161040511,-1
ENSRNOG00000019700,ENSRNOT00000026666,Proz,306608,16,81784120,81797922,-1
ENSRNOG00000055150,ENSRNOT00000078427,,,3,61672492,61672833,-1
ENSRNOG00000052091,ENSRNOT00000087566,,,3,47767432,47767537,1
ENSRNOG00000031879,ENSRNOT00000042609,RGD1561928,,16,61130755,61131357,1
ENSRNOG00000038157,ENSRNOT00000058071,Defb13,641626,16,75027131,75028977,-1
ENSRNOG00000056087,ENSRNOT00000077551,,499806,3,56802714,56838918,1
ENSRNOG00000042867,ENSRNOT00000064470,LOC686662,,16,81463129,81480880,1
ENSRNOG00000042867,ENSRNOT00000064470,LOC688801,,16,81463129,81480880,1
ENSRNOG00000060643,ENSRNOT00000091224,,,3,30953575,30953634,1
ENSRNOG00000006732,ENSRNOT00000081823,Spo11,366261,3,170994038,171013185,1
ENSRNOG00000006732,ENSRNOT00000008959,Spo11,366261,3,170994038,171013185,1
ENSRNOG00000060214,ENSRNOT00000090465,,,3,111075473,111075578,1
ENSRNOG00000017154,ENSRNOT00000023163,Atp11a,306600,16,81990340,82100222,-1
ENSRNOG00000017154,ENSRNOT00000089447,Atp11a,306600,16,81990340,82100222,-1
ENSRNOG00000038149,ENSRNOT00000058061,Defb9,641633,16,75176247,75179089,-1
ENSRNOG00000017737,ENSRNOT00000024280,Dgkz,81821,3,80844005,80875817,-1
ENSRNOG00000017737,ENSRNOT00000091265,Dgkz,81821,3,80844005,80875817,-1
ENSRNOG00000030119,ENSRNOT00000016415,Cnga2,25411,16,69873463,69935976,-1
ENSRNOG00000030119,ENSRNOT00000082752,Cnga2,25411,16,69873463,69935976,-1
ENSRNOG00000030119,ENSRNOT00000078635,Cnga2,25411,16,69873463,69935976,-1
ENSRNOG00000049859,ENSRNOT00000071892,,,3,27135404,27135525,-1
ENSRNOG00000028616,ENSRNOT00000031586,Pck1,362282,3,171213936,171219871,1
ENSRNOG00000019065,ENSRNOT00000025803,Zfp385b,311137,3,64269817,64543100,-1
ENSRNOG00000019065,ENSRNOT00000089065,Zfp385b,311137,3,64269817,64543100,-1
ENSRNOG00000027920,ENSRNOT00000038684,,,3,149261333,149270250,1
ENSRNOG00000054086,ENSRNOT00000078819,Sp5,296510,3,56766475,56769277,1
ENSRNOG00000004544,ENSRNOT00000006429,Ube2e3,295686,3,65815080,65871363,1
ENSRNOG00000004544,ENSRNOT00000079672,Ube2e3,295686,3,65815080,65871363,1
ENSRNOG00000028426,ENSRNOT00000087095,Mcf2l,117020,16,81839653,81980027,-1
ENSRNOG00000028426,ENSRNOT00000023352,Mcf2l,117020,16,81839653,81980027,-1
ENSRNOG00000028426,ENSRNOT00000079096,Mcf2l,117020,16,81839653,81980027,-1
ENSRNOG00000028426,ENSRNOT00000043170,Mcf2l,117020,16,81839653,81980027,-1
ENSRNOG00000032195,ENSRNOT00000040114,LOC103695172,103695172,3,59819157,59839929,1
ENSRNOG00000028187,ENSRNOT00000030460,Sp9,366078,3,59981959,59984489,1
ENSRNOG00000018657,ENSRNOT00000025255,Scrn3,311731,3,60024013,60048746,1
ENSRNOG00000018657,ENSRNOT00000081881,Scrn3,311731,3,60024013,60048746,1
ENSRNOG00000009195,ENSRNOT00000012209,Tnks1bp1,295707,3,72460889,72483217,1
ENSRNOG00000019629,ENSRNOT00000026580,Lamp1,25328,16,81689590,81706561,-1
ENSRNOG00000015928,ENSRNOT00000021435,Dhx35,362260,3,155297566,155356462,1
ENSRNOG00000015928,ENSRNOT00000084866,Dhx35,362260,3,155297566,155356462,1
ENSRNOG00000051919,ENSRNOT00000078450,,,3,98881918,98882044,-1
ENSRNOG00000028707,ENSRNOT00000088257,Defa7,286958,16,75414786,75481115,-1
ENSRNOG00000028707,ENSRNOT00000029297,Defa7,286958,16,75414786,75481115,-1
ENSRNOG00000028707,ENSRNOT00000035128,Defa7,286958,16,75414786,75481115,-1
ENSRNOG00000028707,ENSRNOT00000088257,Defa10,286958,16,75414786,75481115,-1
ENSRNOG00000028707,ENSRNOT00000029297,Defa10,286958,16,75414786,75481115,-1
ENSRNOG00000028707,ENSRNOT00000035128,Defa10,286958,16,75414786,75481115,-1
ENSRNOG00000028707,ENSRNOT00000088257,Np4,286958,16,75414786,75481115,-1
ENSRNOG00000028707,ENSRNOT00000029297,Np4,286958,16,75414786,75481115,-1
ENSRNOG00000028707,ENSRNOT00000035128,Np4,286958,16,75414786,75481115,-1
ENSRNOG00000017939,ENSRNOT00000068745,Chn1,84030,3,60513077,60611924,-1
ENSRNOG00000019073,ENSRNOT00000025851,Ikbkb,84351,16,74177215,74230815,1
ENSRNOG00000013398,ENSRNOT00000055349,Bpifb3,499924,3,149401890,149416506,1
ENSRNOG00000006063,ENSRNOT00000067664,Phf21a,362166,3,81134505,81271849,1
ENSRNOG00000045663,ENSRNOT00000074955,Prrg3,,16,69960082,69961162,-1
ENSRNOG00000043645,ENSRNOT00000068912,,,3,152455490,152455587,1
ENSRNOG00000053026,ENSRNOT00000079334,,,16,90613870,90641420,1
ENSRNOG00000047028,ENSRNOT00000092194,Mmp24,83513,3,151310598,151355401,1
ENSRNOG00000047028,ENSRNOT00000073642,Mmp24,83513,3,151310598,151355401,1
ENSRNOG00000053407,ENSRNOT00000079708,,,3,114545436,114545520,-1
ENSRNOG00000061067,ENSRNOT00000092135,,,3,161229281,161229593,1
ENSRNOG00000019222,ENSRNOT00000087192,Tfdp1,361178,16,81089292,81127257,1
ENSRNOG00000019222,ENSRNOT00000026150,Tfdp1,361178,16,81089292,81127257,1
ENSRNOG00000058163,ENSRNOT00000073343,,,3,57696933,57698047,1
ENSRNOG00000055140,ENSRNOT00000088012,,,16,85305493,85305753,1
ENSRNOG00000046517,ENSRNOT00000047252,LOC100912267,,16,7411749,7412150,-1
ENSRNOG00000046517,ENSRNOT00000047252,RGD1564325,,16,7411749,7412150,-1
ENSRNOG00000046517,ENSRNOT00000047252,Rps24,,16,7411749,7412150,-1
ENSRNOG00000014185,ENSRNOT00000018987,Tktl2,290685,16,24949425,24951612,-1
ENSRNOG00000051490,ENSRNOT00000078909,Plcg1,25738,3,156727642,156758307,1
ENSRNOG00000012561,ENSRNOT00000073971,Arhgef10,,16,79725643,79793619,-1
ENSRNOG00000048427,ENSRNOT00000071397,,,16,18380470,18380739,-1
ENSRNOG00000043076,ENSRNOT00000067642,,,16,33942711,33942983,1
ENSRNOG00000023991,ENSRNOT00000031109,Rab20,689377,16,83358116,83382326,1
ENSRNOG00000011397,ENSRNOT00000015144,LOC100910977,100910977,16,54531266,54533871,-1
ENSRNOG00000061711,ENSRNOT00000090682,,,16,69262112,69262429,-1
ENSRNOG00000042114,ENSRNOT00000064468,Erich1,306622,16,80601973,80667781,1
ENSRNOG00000006052,ENSRNOT00000008478,Sulf2,311642,3,162791355,162872831,-1
ENSRNOG00000026180,ENSRNOT00000066144,Letm2,361169,16,71241335,71261840,1
ENSRNOG00000026180,ENSRNOT00000030489,Letm2,361169,16,71241335,71261840,1
ENSRNOG00000046772,ENSRNOT00000073178,Fam83c,683506,3,151365811,151371501,-1
ENSRNOG00000053212,ENSRNOT00000080362,,,3,40419797,40419932,1
ENSRNOG00000056033,ENSRNOT00000085199,,,3,76007555,76012929,-1
ENSRNOG00000028586,ENSRNOT00000043384,Mcph1,306594,16,75904006,76110553,-1
ENSRNOG00000044415,ENSRNOT00000069682,,,3,96060091,96060208,1
ENSRNOG00000038744,ENSRNOT00000059185,Atp5hl1,,16,51816533,51817018,1
ENSRNOG00000038744,ENSRNOT00000059185,Atp5hl1,,16,51816533,51817018,1
ENSRNOG00000026740,ENSRNOT00000057803,LOC290876,290876,16,81301811,81313976,-1
ENSRNOG00000007692,ENSRNOT00000078101,Ift52,362265,3,159392193,159413575,1
ENSRNOG00000007692,ENSRNOT00000066260,Ift52,362265,3,159392193,159413575,1
ENSRNOG00000048356,ENSRNOT00000073254,LOC100912029,,16,70068378,70070470,1
ENSRNOG00000048356,ENSRNOT00000073254,RGD1308750,,16,70068378,70070470,1
ENSRNOG00000046907,ENSRNOT00000074631,Olr716,404814,3,78620115,78621307,-1
ENSRNOG00000007285,ENSRNOT00000049082,Tp53rk,362272,3,163552166,163555596,1
ENSRNOG00000047948,ENSRNOT00000038429,,,3,57770948,57772028,1
ENSRNOG00000013657,ENSRNOT00000079262,Stmn3,,3,176808017,176816162,-1
ENSRNOG00000013657,ENSRNOT00000018697,Stmn3,,3,176808017,176816162,-1
ENSRNOG00000030719,ENSRNOT00000057897,Csmd1,,16,78539489,78850222,1
ENSRNOG00000050088,ENSRNOT00000071869,,,3,149555636,149563476,-1
ENSRNOG00000057935,ENSRNOT00000078456,,,3,61623167,61623303,-1
ENSRNOG00000052573,ENSRNOT00000077591,,,3,138393201,138393439,-1
ENSRNOG00000057409,ENSRNOT00000086998,,,3,119372577,119372715,-1
ENSRNOG00000006227,ENSRNOT00000009620,Ifih1,499801,3,48557696,48604097,-1
ENSRNOG00000057217,ENSRNOT00000083422,,,3,22047409,22047515,-1
ENSRNOG00000013908,ENSRNOT00000020713,Bpifa5,311559,3,149643481,149649398,1
ENSRNOG00000033703,ENSRNOT00000043188,LOC689713,689713,16,84465656,84495583,1
ENSRNOG00000019948,ENSRNOT00000027067,Phf20,311575,3,152294656,152377170,1
ENSRNOG00000038458,ENSRNOT00000058595,RGD1562923,,16,69279627,69280109,-1
ENSRNOG00000046342,ENSRNOT00000045955,LOC100359503,100359503,16,70644474,70644683,1
ENSRNOG00000050064,ENSRNOT00000070820,,,3,114919677,114919766,-1
