ensembl_gene_id,illumina_humanht_12_v4
ENSG00000166323,ILMN_1788968
ENSG00000225563,
ENSG00000196236,
ENSG00000196236,ILMN_1659000
ENSG00000196236,ILMN_2054928
ENSG00000272869,
ENSG00000272869,ILMN_2192032
ENSG00000112137,
ENSG00000185722,ILMN_1735364
ENSG00000185722,ILMN_1794470
ENSG00000185722,
ENSG00000185722,ILMN_1801464
ENSG00000259459,
ENSG00000130348,ILMN_1733364
ENSG00000130348,
ENSG00000243725,ILMN_1678140
ENSG00000243725,
ENSG00000072864,ILMN_1739805
ENSG00000072864,
ENSG00000067141,ILMN_1696702
ENSG00000067141,
ENSG00000265646,
ENSG00000253945,
ENSG00000126001,
ENSG00000126001,ILMN_2392940
ENSG00000126001,ILMN_1799011
ENSG00000281161,
ENSG00000148429,ILMN_2311826
ENSG00000148429,ILMN_1659696
ENSG00000148429,
ENSG00000231713,ILMN_1897213
ENSG00000280543,
ENSG00000253351,
ENSG00000242261,
ENSG00000262156,
ENSG00000223600,
ENSG00000251152,
ENSG00000176933,ILMN_1657832
ENSG00000234743,
ENSG00000229967,ILMN_3290870
ENSG00000229967,
ENSG00000223978,
ENSG00000130749,ILMN_2087575
ENSG00000130749,
ENSG00000237508,
ENSG00000276980,
ENSG00000187987,
ENSG00000187987,ILMN_3244501
ENSG00000274808,ILMN_3305887
ENSG00000274808,ILMN_1657247
ENSG00000274808,ILMN_1674587
ENSG00000274808,ILMN_3299800
ENSG00000274808,ILMN_1653799
ENSG00000274808,ILMN_1785717
ENSG00000279359,ILMN_3272434
ENSG00000257845,
ENSG00000228549,
ENSG00000158423,ILMN_1768954
ENSG00000158423,ILMN_1756880
ENSG00000165724,ILMN_1757627
ENSG00000165724,
ENSG00000277753,
ENSG00000253773,
ENSG00000233015,
ENSG00000233448,ILMN_3238208
ENSG00000225638,
ENSG00000101365,ILMN_2373632
ENSG00000101365,ILMN_1721669
ENSG00000101365,ILMN_1810400
ENSG00000245156,
ENSG00000282122,
ENSG00000264705,
ENSG00000227533,
ENSG00000176723,ILMN_3249372
ENSG00000176723,ILMN_1780400
ENSG00000257842,
ENSG00000275318,
ENSG00000227737,
ENSG00000227012,
ENSG00000124429,ILMN_1760705
ENSG00000124429,
ENSG00000266908,
ENSG00000271299,
ENSG00000106344,ILMN_1793033
ENSG00000106344,ILMN_1660412
ENSG00000106344,ILMN_3185495
ENSG00000106344,ILMN_3261963
ENSG00000106344,ILMN_3242428
ENSG00000106344,
ENSG00000169484,ILMN_1769912
ENSG00000178104,ILMN_1771286
ENSG00000178104,ILMN_3249473
ENSG00000178104,
ENSG00000178104,ILMN_1659430
ENSG00000178104,ILMN_1760796
ENSG00000178104,ILMN_1791635
ENSG00000178104,ILMN_1753330
ENSG00000178104,ILMN_1739674
ENSG00000178104,ILMN_2246134
ENSG00000178104,ILMN_1787823
ENSG00000229254,
ENSG00000265374,
ENSG00000276916,
ENSG00000229636,
ENSG00000236841,
ENSG00000176386,ILMN_3306294
ENSG00000176386,ILMN_2210837
ENSG00000205482,ILMN_3200018
ENSG00000205482,ILMN_1767664
ENSG00000129315,ILMN_1692390
ENSG00000129315,ILMN_1817255
ENSG00000129315,ILMN_3239113
ENSG00000129315,
ENSG00000230673,
ENSG00000216687,
ENSG00000213673,
ENSG00000186645,ILMN_1656233
ENSG00000186645,ILMN_3235254
ENSG00000196151,ILMN_1735275
ENSG00000227063,ILMN_2331890
ENSG00000105808,ILMN_1694404
ENSG00000105808,
ENSG00000105808,ILMN_1672800
ENSG00000105808,ILMN_3247816
ENSG00000105808,ILMN_1694932
ENSG00000228218,ILMN_3294175
ENSG00000238034,
ENSG00000257141,
ENSG00000233378,
ENSG00000067646,ILMN_1804958
ENSG00000067646,ILMN_2090059
ENSG00000067646,
ENSG00000067646,ILMN_3238471
ENSG00000267379,
ENSG00000238025,
ENSG00000162727,ILMN_1699872
ENSG00000266379,
ENSG00000174145,ILMN_1669276
ENSG00000174145,ILMN_1695679
ENSG00000254303,
ENSG00000163923,ILMN_1712413
ENSG00000163923,
ENSG00000238124,
ENSG00000232773,
ENSG00000260051,
ENSG00000261641,
ENSG00000166189,ILMN_1718537
ENSG00000227989,
ENSG00000182676,ILMN_2162298
ENSG00000182676,ILMN_3236898
ENSG00000182676,ILMN_1757253
ENSG00000233973,
ENSG00000198742,ILMN_1779492
ENSG00000198742,ILMN_1756615
ENSG00000198742,
ENSG00000254299,ILMN_1818542
ENSG00000231301,
ENSG00000214558,ILMN_3227415
ENSG00000214558,ILMN_3201877
ENSG00000214558,ILMN_1767514
ENSG00000141759,ILMN_1790218
ENSG00000141759,
ENSG00000236882,ILMN_1662880
ENSG00000236882,ILMN_3253599
ENSG00000253814,
ENSG00000267128,
ENSG00000107447,ILMN_2384001
ENSG00000107447,ILMN_1746515
ENSG00000253519,
ENSG00000196935,ILMN_1677432
ENSG00000196935,
ENSG00000226767,ILMN_1690480
ENSG00000281268,
ENSG00000224373,
ENSG00000253155,
ENSG00000267159,
ENSG00000226721,
ENSG00000273305,
ENSG00000280318,
ENSG00000255933,
ENSG00000279663,
ENSG00000213542,
ENSG00000224302,
ENSG00000058799,ILMN_2052163
ENSG00000058799,ILMN_1803564
ENSG00000058799,
ENSG00000149089,ILMN_2128293
ENSG00000241350,ILMN_2361427
ENSG00000267192,
ENSG00000275162,
ENSG00000184937,ILMN_2366967
ENSG00000184937,ILMN_1802174
ENSG00000184937,
ENSG00000244119,ILMN_1675878
ENSG00000244119,ILMN_1667925
ENSG00000244119,ILMN_2128623
ENSG00000229953,
ENSG00000214561,ILMN_3199806
ENSG00000224897,
ENSG00000070010,ILMN_1665737
ENSG00000070010,ILMN_2367458
ENSG00000070010,
ENSG00000217275,
ENSG00000104518,ILMN_1665428
ENSG00000104518,
ENSG00000104518,ILMN_3238244
ENSG00000189298,ILMN_1750967
ENSG00000214285,ILMN_3245281
ENSG00000130193,ILMN_1777740
ENSG00000130193,
ENSG00000272620,ILMN_3224987
ENSG00000120899,ILMN_1732318
ENSG00000120899,ILMN_2330966
ENSG00000120899,ILMN_1765189
ENSG00000120899,
ENSG00000099822,ILMN_3243829
ENSG00000099822,ILMN_2182101
ENSG00000099822,ILMN_1659150
ENSG00000234146,ILMN_1678265
ENSG00000234146,ILMN_1762546
ENSG00000234146,ILMN_1799591
ENSG00000274395,ILMN_1837249
ENSG00000279902,
ENSG00000224140,
ENSG00000198601,ILMN_1769374
ENSG00000229571,ILMN_1718135
ENSG00000255335,
ENSG00000160404,
ENSG00000160404,ILMN_2177832
ENSG00000185222,ILMN_2340935
ENSG00000185222,ILMN_1679838
ENSG00000230365,
ENSG00000254586,
ENSG00000278630,
ENSG00000186146,ILMN_3259096
ENSG00000255260,
ENSG00000249016,
ENSG00000140598,ILMN_1729167
ENSG00000140598,
ENSG00000215372,ILMN_1812659
ENSG00000215372,ILMN_1742280
ENSG00000215372,ILMN_3286235
ENSG00000215372,ILMN_3241350
ENSG00000215372,ILMN_1660108
ENSG00000215372,ILMN_1757876
ENSG00000215372,ILMN_1812416
ENSG00000249048,
ENSG00000103549,
ENSG00000103549,ILMN_1808712
ENSG00000103549,ILMN_1754669
ENSG00000152348,
ENSG00000152348,ILMN_1748968
ENSG00000152348,ILMN_2206098
ENSG00000162779,
ENSG00000162779,ILMN_1684246
ENSG00000229224,
ENSG00000263015,
ENSG00000249735,
ENSG00000275130,
ENSG00000272182,
ENSG00000135976,ILMN_1738671
ENSG00000135976,ILMN_2382431
ENSG00000135976,ILMN_1696497
ENSG00000135976,ILMN_1750459
ENSG00000135976,ILMN_3243782
ENSG00000135976,ILMN_2280568
ENSG00000228198,ILMN_2140191
ENSG00000228198,ILMN_1674543
ENSG00000177257,ILMN_1680965
ENSG00000214819,ILMN_1672275
ENSG00000232869,ILMN_1821975
ENSG00000278446,
ENSG00000236762,
ENSG00000231970,
ENSG00000223968,
ENSG00000280594,
ENSG00000279725,ILMN_1662123
ENSG00000167625,ILMN_1756631
ENSG00000167625,
ENSG00000274000,
ENSG00000278302,
ENSG00000227143,ILMN_3252185
ENSG00000227143,ILMN_1896277
ENSG00000130770,ILMN_1727332
ENSG00000130770,ILMN_1685978
ENSG00000228303,
ENSG00000272666,ILMN_1910908
ENSG00000163815,ILMN_1682176
ENSG00000279181,
ENSG00000231508,
ENSG00000197429,
ENSG00000225175,
ENSG00000267376,
ENSG00000275985,
ENSG00000276114,
ENSG00000258905,
ENSG00000224935,ILMN_1787630
ENSG00000108001,ILMN_1707232
ENSG00000108001,
ENSG00000103249,ILMN_1694731
ENSG00000103249,
ENSG00000231928,
ENSG00000258812,
ENSG00000279350,
ENSG00000184845,ILMN_1773210
ENSG00000277174,
ENSG00000236682,
ENSG00000236253,
ENSG00000236253,ILMN_3249524
ENSG00000278266,
ENSG00000223679,
ENSG00000231258,
ENSG00000257162,
ENSG00000248810,
ENSG00000135842,
ENSG00000135842,ILMN_1810725
ENSG00000240924,
ENSG00000269711,ILMN_2372639
ENSG00000260404,ILMN_3237094
ENSG00000260404,ILMN_1682912
ENSG00000260404,ILMN_1665540
ENSG00000260404,ILMN_3224856
ENSG00000260404,ILMN_1809173
ENSG00000260404,ILMN_1776483
ENSG00000260404,ILMN_1743483
ENSG00000260404,ILMN_3259736
ENSG00000260404,
ENSG00000213717,
ENSG00000254193,
ENSG00000007237,ILMN_1745994
ENSG00000007237,ILMN_1790080
ENSG00000007237,ILMN_1687018
ENSG00000007237,ILMN_2274571
ENSG00000007237,
ENSG00000255128,
ENSG00000187605,ILMN_3238192
ENSG00000187605,ILMN_1787155
ENSG00000187605,
ENSG00000259546,
ENSG00000275478,
ENSG00000276219,
ENSG00000230951,
ENSG00000225727,
ENSG00000223360,
ENSG00000124596,
ENSG00000124596,ILMN_1804834
ENSG00000259649,
ENSG00000228887,
ENSG00000157600,
ENSG00000157600,ILMN_3241091
ENSG00000157600,ILMN_2208373
ENSG00000157600,ILMN_1789398
ENSG00000278931,
ENSG00000113905,
ENSG00000113905,ILMN_2193936
ENSG00000113905,ILMN_1807339
ENSG00000258081,
ENSG00000156172,ILMN_1676797
ENSG00000280357,
ENSG00000253396,
ENSG00000152822,
ENSG00000152822,ILMN_1670547
ENSG00000235488,ILMN_1856564
ENSG00000239618,
ENSG00000215371,ILMN_1740098
ENSG00000101557,
ENSG00000101557,ILMN_1806804
ENSG00000101557,ILMN_2402947
ENSG00000276447,
ENSG00000134193,ILMN_2169383
ENSG00000134193,
ENSG00000206502,
ENSG00000261117,
ENSG00000242278,
ENSG00000257612,
ENSG00000260444,
ENSG00000256292,
ENSG00000278975,
ENSG00000250189,
ENSG00000132530,
ENSG00000132530,ILMN_1742618
ENSG00000132530,ILMN_2370573
ENSG00000067842,
ENSG00000067842,ILMN_1660741
ENSG00000067842,ILMN_1693481
ENSG00000067842,ILMN_2415073
ENSG00000180803,
ENSG00000249491,
ENSG00000278121,
ENSG00000229358,
ENSG00000250425,
ENSG00000226902,
ENSG00000270549,
ENSG00000236936,
ENSG00000274881,
ENSG00000225647,
ENSG00000278254,
ENSG00000145908,ILMN_1676983
ENSG00000247131,
ENSG00000169067,ILMN_2139989
ENSG00000169067,ILMN_3246895
ENSG00000231874,
ENSG00000271526,
ENSG00000233911,
ENSG00000278755,
ENSG00000273679,ILMN_3281438
ENSG00000273679,ILMN_3292585
ENSG00000273679,ILMN_3204933
ENSG00000273679,ILMN_3219695
ENSG00000102804,ILMN_1787567
ENSG00000102804,ILMN_2412380
ENSG00000102804,ILMN_1692177
ENSG00000102804,ILMN_1711091
ENSG00000102804,
ENSG00000165219,
ENSG00000165219,ILMN_1671221
ENSG00000187984,
ENSG00000187984,ILMN_1666221
ENSG00000255774,
ENSG00000080572,ILMN_1745006
ENSG00000080572,
ENSG00000040275,ILMN_1695357
ENSG00000040275,
ENSG00000185974,ILMN_2216438
ENSG00000278973,
ENSG00000115339,ILMN_1671039
ENSG00000115339,
ENSG00000122254,ILMN_1712475
ENSG00000280444,
ENSG00000077942,
ENSG00000077942,ILMN_1700541
ENSG00000077942,ILMN_1672536
ENSG00000077942,ILMN_1686952
ENSG00000077942,ILMN_1710815
ENSG00000095587,ILMN_2206307
ENSG00000095587,ILMN_1755158
ENSG00000095587,
ENSG00000248441,
ENSG00000248441,ILMN_1730768
ENSG00000231953,
ENSG00000282019,
ENSG00000282320,
ENSG00000234587,
ENSG00000251383,
ENSG00000218749,
ENSG00000239320,
ENSG00000188013,
ENSG00000243147,
ENSG00000243147,ILMN_1726417
ENSG00000053328,ILMN_3261226
ENSG00000053328,
ENSG00000251185,
ENSG00000272894,
ENSG00000164106,ILMN_1726204
ENSG00000227877,
ENSG00000235421,ILMN_1690480
ENSG00000257103,
ENSG00000257103,ILMN_2079803
ENSG00000250422,
ENSG00000277389,
ENSG00000232889,
ENSG00000236729,
ENSG00000229629,
ENSG00000226096,
ENSG00000232705,
ENSG00000279889,
ENSG00000267563,
ENSG00000280703,ILMN_3243502
ENSG00000255514,
ENSG00000204983,ILMN_1734773
ENSG00000275773,
ENSG00000280569,
ENSG00000100211,
ENSG00000100211,ILMN_2399571
ENSG00000100211,ILMN_1678484
ENSG00000100211,ILMN_1730879
ENSG00000266364,
ENSG00000280394,
ENSG00000280881,
ENSG00000234225,
ENSG00000181220,ILMN_1706342
ENSG00000181220,
ENSG00000276490,ILMN_1729191
ENSG00000250017,
ENSG00000229498,
ENSG00000159110,ILMN_1765146
ENSG00000159110,ILMN_1791057
ENSG00000159110,
ENSG00000164542,ILMN_1690484
ENSG00000164542,
ENSG00000227685,
ENSG00000237539,
ENSG00000272632,
ENSG00000213204,ILMN_1771746
ENSG00000213204,ILMN_1757837
ENSG00000213204,ILMN_1741440
ENSG00000139656,
ENSG00000213440,
ENSG00000254598,ILMN_2109526
ENSG00000254598,ILMN_1746375
ENSG00000281618,
ENSG00000227429,
ENSG00000184922,
ENSG00000184922,ILMN_1782748
ENSG00000281385,
ENSG00000105085,ILMN_1718171
ENSG00000105085,
ENSG00000275911,
ENSG00000172208,ILMN_1688825
ENSG00000271795,
ENSG00000235546,ILMN_3281539
ENSG00000179165,ILMN_1812981
ENSG00000268896,
ENSG00000066056,ILMN_1815690
ENSG00000066056,
ENSG00000265257,
ENSG00000159131,ILMN_1679476
ENSG00000159131,ILMN_1793220
ENSG00000159131,
ENSG00000159131,ILMN_1800020
ENSG00000101266,
ENSG00000101266,ILMN_2386354
ENSG00000101266,ILMN_2386355
ENSG00000101266,ILMN_1679501
ENSG00000109667,
ENSG00000109667,ILMN_1668312
ENSG00000109667,ILMN_1738406
ENSG00000109667,ILMN_1723803
ENSG00000109667,ILMN_1903822
ENSG00000147003,ILMN_1772894
ENSG00000253572,
ENSG00000079101,ILMN_1682544
ENSG00000079101,ILMN_2382025
ENSG00000079101,ILMN_1687518
ENSG00000079101,
ENSG00000079101,ILMN_1727800
ENSG00000268055,ILMN_1904023
ENSG00000184160,ILMN_1733963
ENSG00000112186,ILMN_1691237
ENSG00000112186,
ENSG00000232187,ILMN_2234016
ENSG00000167912,ILMN_1823231
ENSG00000171489,ILMN_1739343
ENSG00000171489,ILMN_2181306
ENSG00000171489,ILMN_2128697
ENSG00000171489,ILMN_3251668
ENSG00000217268,
ENSG00000113600,ILMN_1767831
ENSG00000113600,
ENSG00000255462,
ENSG00000259012,
ENSG00000011143,
ENSG00000188760,ILMN_1688637
ENSG00000188760,
ENSG00000255351,
ENSG00000274844,
ENSG00000225953,
ENSG00000225953,ILMN_1679719
ENSG00000225953,ILMN_3268228
ENSG00000225953,ILMN_3191756
ENSG00000276290,
ENSG00000266613,
ENSG00000166211,ILMN_2191940
ENSG00000166211,ILMN_1755124
ENSG00000264958,
ENSG00000236095,
ENSG00000230338,
ENSG00000127074,ILMN_2407780
ENSG00000267651,
ENSG00000274252,ILMN_1753340
ENSG00000274252,ILMN_1710264
ENSG00000224758,
ENSG00000110328,ILMN_1673773
ENSG00000110328,
ENSG00000164588,ILMN_1687404
ENSG00000164588,
ENSG00000229723,
ENSG00000196460,
ENSG00000245888,
ENSG00000232903,ILMN_1652450
ENSG00000108242,ILMN_1683121
ENSG00000274279,ILMN_1735265
ENSG00000279260,ILMN_1764512
ENSG00000196427,ILMN_1747269
ENSG00000259890,
ENSG00000130764,ILMN_1668484
ENSG00000130764,
ENSG00000113763,ILMN_1712913
ENSG00000113763,
ENSG00000248989,
ENSG00000213846,
ENSG00000250961,
ENSG00000171180,ILMN_1795920
ENSG00000237323,
ENSG00000272381,
ENSG00000237682,
ENSG00000242856,
ENSG00000230573,
ENSG00000280491,
ENSG00000230397,
ENSG00000271943,
ENSG00000272030,ILMN_1667138
ENSG00000225094,
ENSG00000256984,
ENSG00000089116,ILMN_1754815
ENSG00000089116,ILMN_1905072
ENSG00000089116,
ENSG00000239865,
ENSG00000232960,
ENSG00000227609,
ENSG00000260128,ILMN_1775307
ENSG00000260128,ILMN_2271884
ENSG00000260128,ILMN_1720557
ENSG00000227738,
ENSG00000279439,
ENSG00000089060,ILMN_1701655
ENSG00000089060,
ENSG00000105856,ILMN_1685415
ENSG00000105856,ILMN_2160764
ENSG00000105856,
ENSG00000248881,
ENSG00000232300,ILMN_1722284
ENSG00000126947,ILMN_1788192
ENSG00000126947,ILMN_2180677
ENSG00000241721,ILMN_1785615
ENSG00000223575,
ENSG00000255084,
ENSG00000244071,
ENSG00000250308,
ENSG00000228135,
ENSG00000224238,
ENSG00000281144,
ENSG00000274090,
ENSG00000251567,
ENSG00000104883,ILMN_1710000
ENSG00000228611,
ENSG00000238135,
ENSG00000233158,
ENSG00000248544,
ENSG00000160678,ILMN_1653494
ENSG00000160678,
ENSG00000225777,
ENSG00000099960,ILMN_1774229
ENSG00000099960,
ENSG00000278000,
ENSG00000236337,
ENSG00000103966,ILMN_1720083
ENSG00000103966,
ENSG00000226755,
ENSG00000259349,
ENSG00000237445,
ENSG00000274629,
ENSG00000241717,
ENSG00000245059,
ENSG00000279127,
ENSG00000215807,ILMN_3290470
ENSG00000215807,ILMN_3213964
ENSG00000267678,
ENSG00000151131,
ENSG00000227789,
ENSG00000226999,
ENSG00000234497,
ENSG00000264057,ILMN_1789346
ENSG00000264057,
ENSG00000229321,ILMN_1828438
ENSG00000134817,ILMN_1700183
ENSG00000237010,
ENSG00000221990,ILMN_1796922
ENSG00000221990,
ENSG00000135919,ILMN_1655595
ENSG00000135919,
ENSG00000224452,
ENSG00000234931,ILMN_3217953
ENSG00000114942,ILMN_2318725
ENSG00000114942,ILMN_1685678
ENSG00000114942,ILMN_1694587
ENSG00000114942,ILMN_1701930
ENSG00000114942,ILMN_3241798
ENSG00000114942,ILMN_3240306
ENSG00000251166,ILMN_3246470
ENSG00000235024,
ENSG00000275013,
ENSG00000253612,
ENSG00000140612,ILMN_1693490
ENSG00000140612,
ENSG00000225606,
ENSG00000224928,
ENSG00000280943,
ENSG00000261574,
ENSG00000259985,
ENSG00000228411,
ENSG00000258415,
ENSG00000237952,
ENSG00000253763,
ENSG00000268531,
ENSG00000261253,
ENSG00000171450,ILMN_1717803
ENSG00000128602,ILMN_1782098
ENSG00000128602,
ENSG00000167553,
ENSG00000167553,ILMN_3251341
ENSG00000167553,ILMN_1742167
ENSG00000272328,
ENSG00000135537,ILMN_2203987
ENSG00000135537,
ENSG00000234386,
ENSG00000229496,
ENSG00000258712,ILMN_1685323
ENSG00000258712,ILMN_1745558
ENSG00000258712,ILMN_3247405
ENSG00000160563,ILMN_1716876
ENSG00000160563,ILMN_1759350
ENSG00000160563,ILMN_3208140
ENSG00000160563,ILMN_3232234
ENSG00000226507,ILMN_3287459
ENSG00000226507,ILMN_3207459
ENSG00000236358,
ENSG00000238098,
ENSG00000225750,
ENSG00000231650,ILMN_3268023
ENSG00000268218,ILMN_3176840
ENSG00000268218,ILMN_3259251
ENSG00000122783,
ENSG00000122783,ILMN_1740903
ENSG00000204699,ILMN_1672991
ENSG00000204699,ILMN_3240182
ENSG00000228319,
ENSG00000205323,ILMN_1680967
ENSG00000205323,
ENSG00000270832,
ENSG00000180263,
ENSG00000164283,ILMN_2212878
ENSG00000164283,
ENSG00000227066,
ENSG00000226936,
ENSG00000088726,ILMN_2149292
ENSG00000088726,
ENSG00000260279,
ENSG00000275418,
ENSG00000235605,ILMN_1671217
ENSG00000235605,ILMN_2219134
ENSG00000279305,
ENSG00000255365,
ENSG00000228285,ILMN_1804306
ENSG00000228285,ILMN_2128484
ENSG00000262634,
ENSG00000204913,ILMN_3284069
ENSG00000236703,
ENSG00000236488,
ENSG00000267145,
ENSG00000152253,
ENSG00000152253,ILMN_2149400
ENSG00000267776,
ENSG00000167565,ILMN_1804502
ENSG00000167565,ILMN_1801934
ENSG00000167565,ILMN_1813955
ENSG00000249522,
ENSG00000110245,
ENSG00000110245,ILMN_1722070
ENSG00000275497,
ENSG00000253872,
ENSG00000248256,
ENSG00000232392,
ENSG00000087502,ILMN_1712766
ENSG00000087502,
ENSG00000211966,
ENSG00000245146,
ENSG00000123136,ILMN_1758687
ENSG00000123136,
ENSG00000235959,
ENSG00000282813,
ENSG00000164244,ILMN_1685140
ENSG00000164244,
ENSG00000235554,ILMN_1712347
ENSG00000135643,ILMN_1727466
ENSG00000135643,
ENSG00000171488,ILMN_2094396
ENSG00000171488,
ENSG00000171488,ILMN_1900471
ENSG00000174327,ILMN_1714252
ENSG00000174327,
ENSG00000205268,ILMN_2379675
ENSG00000205268,ILMN_2278819
ENSG00000205268,ILMN_2262444
ENSG00000205268,
ENSG00000240563,ILMN_1769839
ENSG00000139540,
ENSG00000139540,ILMN_1794951
ENSG00000226173,
ENSG00000105281,ILMN_1707720
ENSG00000105281,
ENSG00000146926,ILMN_1781148
ENSG00000146926,
ENSG00000271209,ILMN_3240291
ENSG00000070081,
ENSG00000116885,
ENSG00000116885,ILMN_2273572
ENSG00000101782,ILMN_1724700
ENSG00000101782,ILMN_2404135
ENSG00000101782,
ENSG00000101782,ILMN_1733747
ENSG00000235396,
ENSG00000162746,ILMN_1782015
ENSG00000162746,
ENSG00000269590,
ENSG00000133106,ILMN_2388547
ENSG00000133106,
ENSG00000256125,
ENSG00000275665,
ENSG00000189362,ILMN_3244954
ENSG00000189362,ILMN_1855797
ENSG00000189362,
ENSG00000275532,
ENSG00000006747,ILMN_1813561
ENSG00000006747,
ENSG00000104517,ILMN_1741253
ENSG00000104517,ILMN_2204726
ENSG00000104517,
ENSG00000225537,
ENSG00000226005,
ENSG00000228193,
ENSG00000258501,
ENSG00000186973,ILMN_1777170
ENSG00000124205,ILMN_1703205
ENSG00000124205,ILMN_2358886
ENSG00000228427,
ENSG00000232173,
ENSG00000136010,ILMN_1736539
ENSG00000136010,ILMN_2182980
ENSG00000136010,
ENSG00000147065,
ENSG00000147065,ILMN_1659895
ENSG00000165934,ILMN_2144116
ENSG00000165934,ILMN_1673185
ENSG00000165934,
ENSG00000259514,
ENSG00000103460,ILMN_2413833
ENSG00000103460,ILMN_1732808
ENSG00000103460,
ENSG00000206290,
ENSG00000236992,ILMN_1653469
ENSG00000267270,ILMN_3177333
ENSG00000267270,ILMN_3230723
ENSG00000276776,
ENSG00000253875,
ENSG00000047648,ILMN_1806655
ENSG00000047648,ILMN_1673358
ENSG00000047648,ILMN_1732641
ENSG00000047648,
ENSG00000183704,ILMN_3239920
ENSG00000183704,ILMN_1724931
ENSG00000183704,ILMN_1673417
ENSG00000183704,ILMN_3242442
ENSG00000002746,ILMN_1790645
ENSG00000002746,
ENSG00000198301,
ENSG00000198301,ILMN_1735360
ENSG00000188242,
ENSG00000188242,ILMN_3239925
ENSG00000260398,ILMN_1829330
ENSG00000140905,ILMN_3221072
ENSG00000140905,ILMN_2090782
ENSG00000271686,
ENSG00000258856,
ENSG00000266066,ILMN_3293049
ENSG00000166311,ILMN_1741684
ENSG00000166311,ILMN_1757370
ENSG00000166311,
ENSG00000144711,ILMN_1808299
ENSG00000144711,
ENSG00000256232,
ENSG00000245149,
ENSG00000274727,
ENSG00000188368,ILMN_1779778
ENSG00000143105,
ENSG00000164180,
ENSG00000164180,ILMN_1807580
ENSG00000267655,
ENSG00000178965,ILMN_1751569
ENSG00000178965,
ENSG00000235285,
ENSG00000235036,ILMN_1799516
ENSG00000275147,
ENSG00000176040,ILMN_1747932
ENSG00000176040,
ENSG00000100316,ILMN_2319996
ENSG00000100316,ILMN_3244157
ENSG00000100316,ILMN_3308310
ENSG00000100316,ILMN_1739086
ENSG00000100316,ILMN_1653927
ENSG00000100316,
ENSG00000278952,
ENSG00000276662,
ENSG00000176029,ILMN_1708304
ENSG00000176029,
ENSG00000226718,
ENSG00000235917,
ENSG00000151893,
ENSG00000151893,ILMN_1792270
ENSG00000149346,ILMN_1715625
ENSG00000149346,
ENSG00000214043,
ENSG00000214043,ILMN_3271849
ENSG00000214043,ILMN_1788499
ENSG00000238190,
ENSG00000226519,
ENSG00000267015,
ENSG00000231422,
ENSG00000279474,ILMN_1805187
ENSG00000273923,
ENSG00000163060,
ENSG00000135899,
ENSG00000135899,ILMN_1813455
ENSG00000135899,ILMN_1672661
ENSG00000135899,ILMN_2415144
ENSG00000135899,ILMN_1731418
ENSG00000272104,
ENSG00000258718,
ENSG00000260585,
ENSG00000273244,
ENSG00000118276,ILMN_1732555
ENSG00000118276,
ENSG00000102225,ILMN_1803870
ENSG00000102225,ILMN_1714569
ENSG00000102225,
ENSG00000141748,ILMN_3290699
ENSG00000141748,
ENSG00000249748,
ENSG00000147894,ILMN_1666742
ENSG00000147894,ILMN_2295252
ENSG00000147894,ILMN_1741881
ENSG00000147894,ILMN_2296677
ENSG00000101608,ILMN_1675848
ENSG00000101608,
ENSG00000100154,ILMN_1755487
ENSG00000100154,
ENSG00000259035,
ENSG00000096968,
ENSG00000096968,ILMN_1683178
ENSG00000125734,ILMN_2396571
ENSG00000125734,
ENSG00000237036,
ENSG00000237036,ILMN_3249620
ENSG00000237036,ILMN_1829989
ENSG00000189295,
ENSG00000235756,
ENSG00000235727,
ENSG00000147862,ILMN_1778991
ENSG00000147862,ILMN_1848552
ENSG00000147862,
ENSG00000249368,
ENSG00000229042,
ENSG00000188227,ILMN_1806333
ENSG00000188227,
ENSG00000188227,ILMN_3251531
ENSG00000062650,ILMN_1693668
ENSG00000062650,ILMN_3239173
ENSG00000062650,
ENSG00000164543,
ENSG00000164543,ILMN_1776428
ENSG00000272865,
ENSG00000225174,
ENSG00000225174,ILMN_1843425
ENSG00000108342,ILMN_2322768
ENSG00000108342,ILMN_1697069
ENSG00000108342,
ENSG00000108342,ILMN_1706852
ENSG00000277969,ILMN_1873677
ENSG00000253936,
ENSG00000081721,ILMN_1767892
ENSG00000081721,
ENSG00000271567,ILMN_1745276
ENSG00000271567,ILMN_1705073
ENSG00000271567,ILMN_1665285
ENSG00000271567,ILMN_3237788
ENSG00000231082,
ENSG00000259039,
ENSG00000263120,
ENSG00000258553,
ENSG00000258413,
ENSG00000167414,ILMN_1693269
ENSG00000260322,
ENSG00000229638,ILMN_3283573
ENSG00000229638,ILMN_3207060
ENSG00000229176,
ENSG00000140525,ILMN_1655642
ENSG00000140525,
ENSG00000171612,ILMN_1685974
ENSG00000171612,ILMN_1697802
ENSG00000271538,
ENSG00000251363,
ENSG00000237891,
ENSG00000251136,
ENSG00000251136,ILMN_1891455
ENSG00000178821,ILMN_1668246
ENSG00000271938,
ENSG00000172292,ILMN_1767662
ENSG00000236866,
ENSG00000183019,ILMN_1762713
ENSG00000269565,
ENSG00000282130,
ENSG00000282309,
ENSG00000168129,ILMN_1654171
ENSG00000224963,ILMN_1775367
ENSG00000054796,ILMN_1687970
ENSG00000054796,ILMN_2392747
ENSG00000054796,ILMN_1796655
ENSG00000269242,
ENSG00000261294,
ENSG00000225012,
ENSG00000258635,
ENSG00000237227,
