Ensembl Gene ID	Ensembl Transcript ID	Affy HG U95AV2 probeset
ENSG00000147403	ENST00000492572	2016_s_at
ENSG00000226756	ENST00000439964	
ENSG00000130208	ENST00000592885	41764_at
ENSG00000130429	ENST00000491294	39043_at
ENSG00000256278	ENST00000542197	
ENSG00000129465	ENST00000557662	
ENSG00000251101	ENST00000504399	
ENSG00000258890	ENST00000579117	
ENSG00000189042	ENST00000536254	
ENSG00000197210	ENST00000420508	
ENSG00000188659	ENST00000566205	
ENSG00000130208	ENST00000589781	41764_at
ENSG00000279045	ENST00000624036	
ENSG00000104957	ENST00000588809	
ENSG00000136379	ENST00000559506	
ENSG00000130429	ENST00000463078	39043_at
ENSG00000137474	ENST00000409709	33197_at
ENSG00000137474	ENST00000409709	41041_s_at
ENSG00000258890	ENST00000583457	
ENSG00000225554	ENST00000444330	
ENSG00000104957	ENST00000589096	
ENSG00000130208	ENST00000589078	41764_at
ENSG00000275120	ENST00000618330	
ENSG00000242574	ENST00000418107	41609_at
ENSG00000258890	ENST00000579478	
ENSG00000157110	ENST00000520916	38049_g_at
ENSG00000167910	ENST00000301645	31926_at
ENSG00000213996	ENST00000591001	
ENSG00000225554	ENST00000413994	
ENSG00000136379	ENST00000560126	
ENSG00000223639	ENST00000622613	
ENSG00000182255	ENST00000328224	32344_r_at
ENSG00000157110	ENST00000520971	38049_g_at
ENSG00000104957	ENST00000587019	35135_at
ENSG00000258890	ENST00000584857	
ENSG00000160224	ENST00000530812	34920_at
ENSG00000182255	ENST00000526518	
ENSG00000104957	ENST00000585844	35135_at
ENSG00000171223	ENST00000302754	32786_at
ENSG00000171223	ENST00000302754	2049_s_at
ENSG00000137474	ENST00000409893	41041_s_at
ENSG00000278494	ENST00000616334	
ENSG00000130208	ENST00000590334	41764_at
ENSG00000213996	ENST00000431465	
ENSG00000258890	ENST00000579637	
ENSG00000235319	ENST00000433219	
ENSG00000227689	ENST00000456184	
ENSG00000104957	ENST00000589669	35135_at
ENSG00000229594	ENST00000432754	
ENSG00000145817	ENST00000522203	
ENSG00000229532	ENST00000433754	
ENSG00000108509	ENST00000574951	41421_at
ENSG00000160224	ENST00000527919	34920_at
ENSG00000130208	ENST00000586638	41764_at
ENSG00000258890	ENST00000582698	
ENSG00000282322	ENST00000634015	
ENSG00000278494	ENST00000632447	
ENSG00000188659	ENST00000339465	
ENSG00000233220	ENST00000530583	
ENSG00000189042	ENST00000360729	
ENSG00000249467	ENST00000508758	
ENSG00000119725	ENST00000555602	
ENSG00000258890	ENST00000580285	
ENSG00000278494	ENST00000634151	
ENSG00000130208	ENST00000592176	41764_at
ENSG00000137474	ENST00000458637	33197_at
ENSG00000137474	ENST00000458637	41041_s_at
ENSG00000280890	ENST00000626532	
ENSG00000258890	ENST00000581885	
ENSG00000254398	ENST00000531834	
ENSG00000215546	ENST00000400550	
ENSG00000282274	ENST00000633010	
ENSG00000258890	ENST00000583676	
ENSG00000278494	ENST00000631800	
ENSG00000188659	ENST00000569120	
ENSG00000248690	ENST00000518865	
ENSG00000145817	ENST00000508754	
ENSG00000189042	ENST00000588311	
ENSG00000258890	ENST00000581980	
ENSG00000102710	ENST00000466563	
ENSG00000117676	ENST00000531113	
ENSG00000278494	ENST00000632541	
ENSG00000137474	ENST00000409619	33197_at
ENSG00000137474	ENST00000409619	41041_s_at
ENSG00000237647	ENST00000522092	
ENSG00000248690	ENST00000514180	
ENSG00000275314	ENST00000610750	
ENSG00000224057	ENST00000442411	
ENSG00000189042	ENST00000585696	
ENSG00000188659	ENST00000566861	
ENSG00000237647	ENST00000520816	
ENSG00000261556	ENST00000573141	
ENSG00000119725	ENST00000412490	
ENSG00000277957	ENST00000614237	41633_at
ENSG00000277957	ENST00000614237	1199_at
ENSG00000236837	ENST00000443926	
ENSG00000282778	ENST00000633977	
ENSG00000237647	ENST00000577187	
ENSG00000278494	ENST00000632697	
ENSG00000248690	ENST00000522197	
ENSG00000196620	ENST00000338206	33068_f_at
ENSG00000196620	ENST00000338206	33069_f_at
ENSG00000234729	ENST00000547770	
ENSG00000119725	ENST00000541357	
ENSG00000117676	ENST00000374163	1127_at
ENSG00000248690	ENST00000520043	
ENSG00000261556	ENST00000581050	
ENSG00000188659	ENST00000562097	
ENSG00000237647	ENST00000524139	
ENSG00000198951	ENST00000396398	36607_at
ENSG00000117676	ENST00000530607	
ENSG00000241644	ENST00000484180	
ENSG00000237647	ENST00000578889	
ENSG00000227054	ENST00000450769	
ENSG00000189042	ENST00000589264	
ENSG00000142733	ENST00000374040	
ENSG00000188659	ENST00000565432	
ENSG00000261435	ENST00000562814	
ENSG00000241644	ENST00000461246	
ENSG00000196620	ENST00000616841	33673_r_at
ENSG00000196620	ENST00000616841	33068_f_at
ENSG00000196620	ENST00000616841	33069_f_at
ENSG00000162461	ENST00000294454	
ENSG00000117676	ENST00000531382	
ENSG00000188659	ENST00000565501	
ENSG00000110321	ENST00000526148	41785_at
ENSG00000235514	ENST00000436405	
ENSG00000189042	ENST00000591308	
ENSG00000204993	ENST00000378256	
ENSG00000188659	ENST00000565006	
ENSG00000185038	ENST00000389758	
ENSG00000258890	ENST00000553412	
ENSG00000237210	ENST00000425993	
ENSG00000117676	ENST00000525582	
ENSG00000110321	ENST00000525681	41785_at
ENSG00000185038	ENST00000480634	
ENSG00000234855	ENST00000424428	
ENSG00000162461	ENST00000489568	
ENSG00000270745	ENST00000603124	
ENSG00000198951	ENST00000403363	
ENSG00000117676	ENST00000527264	
ENSG00000142733	ENST00000493901	
ENSG00000162461	ENST00000465495	
ENSG00000249850	ENST00000506277	
ENSG00000130414	ENST00000419408	
ENSG00000117676	ENST00000474934	
ENSG00000185038	ENST00000477506	
ENSG00000145425	ENST00000274065	1653_at
ENSG00000279262	ENST00000623166	
ENSG00000117676	ENST00000488985	
ENSG00000259303	ENST00000567458	
ENSG00000090674	ENST00000264079	
ENSG00000248632	ENST00000508856	
ENSG00000282568	ENST00000632828	
ENSG00000142733	ENST00000470890	
ENSG00000228478	ENST00000420389	
ENSG00000090512	ENST00000450521	33101_g_at
ENSG00000090512	ENST00000450521	32620_at
ENSG00000245317	ENST00000499601	
ENSG00000248281	ENST00000505272	
ENSG00000117676	ENST00000403732	
ENSG00000119725	ENST00000442160	35838_at
ENSG00000268199	ENST00000594590	
ENSG00000115523	ENST00000488945	37145_at
ENSG00000243974	ENST00000486325	
ENSG00000117676	ENST00000530305	
ENSG00000280121	ENST00000623767	
ENSG00000090674	ENST00000596390	
ENSG00000145425	ENST00000509736	
ENSG00000117676	ENST00000438977	1127_at
ENSG00000119725	ENST00000398139	35838_at
ENSG00000261556	ENST00000565246	
ENSG00000090512	ENST00000382134	33101_g_at
ENSG00000090512	ENST00000382134	32620_at
ENSG00000198951	ENST00000402937	
ENSG00000142733	ENST00000357582	
ENSG00000232244	ENST00000447153	
ENSG00000241846	ENST00000480211	
ENSG00000231195	ENST00000446352	
ENSG00000241644	ENST00000013222	
ENSG00000185038	ENST00000487979	
ENSG00000142733	ENST00000476509	
ENSG00000261556	ENST00000568855	
ENSG00000213996	ENST00000389363	
ENSG00000241644	ENST00000409539	
ENSG00000110321	ENST00000532383	41785_at
ENSG00000119725	ENST00000555044	35838_at
ENSG00000101017	ENST00000372285	35150_at
ENSG00000101017	ENST00000372285	35149_at
ENSG00000142733	ENST00000495230	
ENSG00000185187	ENST00000527295	
ENSG00000262580	ENST00000570309	
ENSG00000213996	ENST00000586107	
ENSG00000260047	ENST00000563143	
ENSG00000185038	ENST00000610772	
ENSG00000132463	ENST00000505068	32595_at
ENSG00000137474	ENST00000481328	33197_at
ENSG00000137474	ENST00000481328	41041_s_at
ENSG00000145425	ENST00000505243	1653_at
ENSG00000119725	ENST00000556160	
ENSG00000129816	ENST00000250776	31413_at
ENSG00000110321	ENST00000339995	41785_at
ENSG00000229656	ENST00000450890	
ENSG00000185187	ENST00000527987	
ENSG00000090512	ENST00000265029	33101_g_at
ENSG00000090512	ENST00000265029	32620_at
ENSG00000229656	ENST00000414157	
ENSG00000134490	ENST00000581444	
ENSG00000137474	ENST00000458169	33197_at
ENSG00000137474	ENST00000458169	41041_s_at
ENSG00000119725	ENST00000554582	
ENSG00000230614	ENST00000429273	
ENSG00000275938	ENST00000610728	
ENSG00000253742	ENST00000521678	
ENSG00000132463	ENST00000499044	32595_at
ENSG00000185187	ENST00000531205	
ENSG00000119725	ENST00000554797	
ENSG00000134490	ENST00000578790	
ENSG00000137474	ENST00000467137	
ENSG00000276795	ENST00000618472	
ENSG00000185187	ENST00000534145	
ENSG00000008513	ENST00000521180	40290_f_at
ENSG00000008513	ENST00000521180	40291_r_at
ENSG00000110321	ENST00000396525	41785_at
ENSG00000231773	ENST00000423129	
ENSG00000179913	ENST00000599265	
ENSG00000161960	ENST00000582169	
ENSG00000119725	ENST00000334521	35838_at
ENSG00000262580	ENST00000573346	
ENSG00000235549	ENST00000428233	
ENSG00000277742	ENST00000611675	
ENSG00000185187	ENST00000528209	
ENSG00000110321	ENST00000532120	41785_at
ENSG00000163710	ENST00000470310	
ENSG00000137474	ENST00000605744	33197_at
ENSG00000119725	ENST00000556797	
ENSG00000273522	ENST00000621964	
ENSG00000262580	ENST00000576824	
ENSG00000110321	ENST00000525606	41785_at
ENSG00000132463	ENST00000502323	32595_at
ENSG00000137474	ENST00000526863	
ENSG00000262580	ENST00000573935	
ENSG00000110321	ENST00000534470	
ENSG00000119725	ENST00000554316	
ENSG00000168350	ENST00000305631	
ENSG00000262580	ENST00000572730	
ENSG00000090512	ENST00000435961	33101_g_at
ENSG00000090512	ENST00000435961	32620_at
ENSG00000090674	ENST00000394321	
ENSG00000137474	ENST00000481532	33197_at
ENSG00000178922	ENST00000483618	
ENSG00000110321	ENST00000534272	
ENSG00000185187	ENST00000525299	
ENSG00000119725	ENST00000557679	
ENSG00000134490	ENST00000475185	
ENSG00000008513	ENST00000522652	40290_f_at
ENSG00000008513	ENST00000522652	40291_r_at
ENSG00000168350	ENST00000553834	
ENSG00000090674	ENST00000601003	
ENSG00000132463	ENST00000514161	
ENSG00000119725	ENST00000555620	
ENSG00000101017	ENST00000372276	35150_at
ENSG00000101017	ENST00000372276	35149_at
ENSG00000030582	ENST00000053867	41198_at
ENSG00000110321	ENST00000528839	
ENSG00000268500	ENST00000599649	
ENSG00000090512	ENST00000420570	33101_g_at
ENSG00000090512	ENST00000420570	32620_at
ENSG00000145425	ENST00000507485	
ENSG00000008513	ENST00000523854	
ENSG00000090674	ENST00000596008	
ENSG00000119725	ENST00000556179	
ENSG00000168350	ENST00000557117	
ENSG00000090512	ENST00000488561	
ENSG00000134198	ENST00000369516	35497_at
ENSG00000110321	ENST00000531180	
ENSG00000008513	ENST00000517668	
ENSG00000145425	ENST00000515818	1653_at
ENSG00000090674	ENST00000598406	
ENSG00000126249	ENST00000246535	
ENSG00000268500	ENST00000429354	
ENSG00000119725	ENST00000557214	
ENSG00000115648	ENST00000422695	
ENSG00000224205	ENST00000437021	
ENSG00000145425	ENST00000514682	1653_at
ENSG00000090512	ENST00000382136	33101_g_at
ENSG00000090512	ENST00000382136	32620_at
ENSG00000090674	ENST00000595860	
ENSG00000008513	ENST00000522204	
ENSG00000110321	ENST00000530564	
ENSG00000179913	ENST00000318683	36832_at
ENSG00000160224	ENST00000291582	34920_at
ENSG00000134198	ENST00000369515	35497_at
ENSG00000145425	ENST00000503002	1653_at
ENSG00000110321	ENST00000531416	
ENSG00000115648	ENST00000429898	
ENSG00000187051	ENST00000334678	
ENSG00000179913	ENST00000600777	
ENSG00000137474	ENST00000620575	41041_s_at
ENSG00000119725	ENST00000615736	
ENSG00000261978	ENST00000575404	
ENSG00000145425	ENST00000512690	1653_at
ENSG00000187051	ENST00000488602	
ENSG00000030582	ENST00000588170	
ENSG00000110321	ENST00000531647	
ENSG00000261978	ENST00000570952	
ENSG00000134198	ENST00000491992	
ENSG00000008513	ENST00000523634	
ENSG00000112936	ENST00000313164	37394_at
ENSG00000185187	ENST00000528698	
ENSG00000273634	ENST00000610982	
ENSG00000145425	ENST00000508783	1653_at
ENSG00000101017	ENST00000466205	35150_at
ENSG00000101017	ENST00000466205	35149_at
ENSG00000179913	ENST00000595387	
ENSG00000110321	ENST00000532082	
ENSG00000232764	ENST00000436338	
ENSG00000008513	ENST00000519924	
ENSG00000223891	ENST00000439943	
ENSG00000185187	ENST00000534217	
ENSG00000281224	ENST00000629429	
ENSG00000030582	ENST00000589536	
ENSG00000090674	ENST00000599334	
ENSG00000223891	ENST00000437730	
ENSG00000223891	ENST00000442383	
ENSG00000155636	ENST00000424000	
ENSG00000145425	ENST00000512797	1653_at
ENSG00000134198	ENST00000433172	35497_at
ENSG00000185187	ENST00000528536	
ENSG00000008513	ENST00000523855	
ENSG00000275317	ENST00000612660	
ENSG00000110321	ENST00000532349	
ENSG00000090674	ENST00000594692	
ENSG00000112936	ENST00000508185	
ENSG00000030582	ENST00000587109	
ENSG00000145425	ENST00000507327	1653_at
ENSG00000185187	ENST00000526788	
ENSG00000160224	ENST00000397994	34920_at
ENSG00000234729	ENST00000550562	
ENSG00000112936	ENST00000489457	
ENSG00000090674	ENST00000602227	
ENSG00000179833	ENST00000313349	37312_at
ENSG00000187051	ENST00000420879	
ENSG00000160224	ENST00000337909	34920_at
ENSG00000223891	ENST00000435163	
ENSG00000275317	ENST00000614339	
ENSG00000126249	ENST00000587385	
ENSG00000030582	ENST00000587518	
ENSG00000110321	ENST00000524932	
ENSG00000223891	ENST00000623343	
ENSG00000145425	ENST00000515792	
ENSG00000008513	ENST00000519435	
ENSG00000185187	ENST00000530494	
ENSG00000112936	ENST00000486779	
ENSG00000273218	ENST00000609708	
ENSG00000126249	ENST00000587065	
ENSG00000008513	ENST00000518298	
ENSG00000237559	ENST00000419729	
ENSG00000110321	ENST00000527015	
ENSG00000030582	ENST00000588143	
ENSG00000145425	ENST00000506126	1653_at
ENSG00000112936	ENST00000513922	
ENSG00000187051	ENST00000459956	
ENSG00000008513	ENST00000520020	
ENSG00000126249	ENST00000585821	
ENSG00000179833	ENST00000476805	
ENSG00000225086	ENST00000429754	
ENSG00000158321	ENST00000406775	35648_at
ENSG00000008513	ENST00000522873	
ENSG00000145425	ENST00000510993	1653_at
ENSG00000110321	ENST00000534605	
ENSG00000185187	ENST00000529486	
ENSG00000167178	ENST00000561975	
ENSG00000126249	ENST00000589589	
ENSG00000008513	ENST00000521627	
ENSG00000179833	ENST00000608423	
ENSG00000259178	ENST00000558343	
ENSG00000112936	ENST00000494960	
ENSG00000008513	ENST00000522285	
ENSG00000187792	ENST00000341976	
ENSG00000185187	ENST00000530683	
ENSG00000255663	ENST00000544347	
ENSG00000224648	ENST00000452923	
ENSG00000030582	ENST00000593167	
ENSG00000112936	ENST00000464864	37394_at
ENSG00000256737	ENST00000398583	
ENSG00000224875	ENST00000422013	
ENSG00000187051	ENST00000491966	
ENSG00000101017	ENST00000489304	35150_at
ENSG00000101017	ENST00000489304	35149_at
ENSG00000185437	ENST00000380637	36039_s_at
ENSG00000185437	ENST00000380637	36040_at
ENSG00000196329	ENST00000498181	
ENSG00000226109	ENST00000442281	
ENSG00000233126	ENST00000428264	
ENSG00000030582	ENST00000585512	
ENSG00000224875	ENST00000458490	
ENSG00000185187	ENST00000528116	
ENSG00000185437	ENST00000380634	36039_s_at
ENSG00000185437	ENST00000380634	36040_at
ENSG00000261738	ENST00000566533	
ENSG00000261738	ENST00000562452	
ENSG00000270117	ENST00000602344	
ENSG00000101017	ENST00000477696	35150_at
ENSG00000101017	ENST00000477696	35149_at
ENSG00000185187	ENST00000527136	
ENSG00000261738	ENST00000580378	
ENSG00000187051	ENST00000472291	
ENSG00000280724	ENST00000626622	
ENSG00000270099	ENST00000491114	
ENSG00000231745	ENST00000449686	
ENSG00000161960	ENST00000578754	1199_at
ENSG00000185437	ENST00000458295	36039_s_at
ENSG00000185437	ENST00000458295	36040_at
ENSG00000101017	ENST00000461171	
ENSG00000102710	ENST00000493537	34211_at
ENSG00000282717	ENST00000633462	
ENSG00000110321	ENST00000532152	
ENSG00000185437	ENST00000440288	
ENSG00000015171	ENST00000439456	
ENSG00000264456	ENST00000580979	
ENSG00000115523	ENST00000263863	37145_at
ENSG00000114547	ENST00000514116	
ENSG00000229206	ENST00000428853	
ENSG00000185187	ENST00000528058	
ENSG00000185437	ENST00000380631	36039_s_at
ENSG00000185437	ENST00000380631	36040_at
ENSG00000196329	ENST00000358647	
ENSG00000102710	ENST00000476539	
ENSG00000230787	ENST00000439132	
ENSG00000234944	ENST00000421320	
ENSG00000185187	ENST00000525070	
ENSG00000266970	ENST00000592569	
ENSG00000196329	ENST00000479556	
ENSG00000102710	ENST00000490602	
ENSG00000255136	ENST00000530792	
ENSG00000266970	ENST00000587575	
ENSG00000167178	ENST00000569886	
ENSG00000114547	ENST00000251776	
ENSG00000255136	ENST00000603012	
ENSG00000182974	ENST00000332663	
ENSG00000196329	ENST00000476324	32927_at
ENSG00000255136	ENST00000529491	
ENSG00000102710	ENST00000478911	
ENSG00000267722	ENST00000591853	
ENSG00000115523	ENST00000489214	
ENSG00000264743	ENST00000578053	
ENSG00000110321	ENST00000527419	
ENSG00000030582	ENST00000592323	
ENSG00000158321	ENST00000342771	35648_at
ENSG00000008513	ENST00000399640	40290_f_at
ENSG00000008513	ENST00000399640	40291_r_at
ENSG00000233052	ENST00000432987	
ENSG00000030582	ENST00000591740	
ENSG00000266340	ENST00000584499	
ENSG00000101017	ENST00000620709	35149_at
ENSG00000130653	ENST00000492278	
ENSG00000030582	ENST00000592783	
ENSG00000250486	ENST00000513876	
ENSG00000158321	ENST00000403018	
ENSG00000251562	ENST00000534336	
ENSG00000110321	ENST00000531507	
ENSG00000254655	ENST00000524456	
ENSG00000114547	ENST00000504401	
ENSG00000030582	ENST00000587387	
ENSG00000196329	ENST00000466347	
ENSG00000259346	ENST00000559536	
ENSG00000251562	ENST00000619449	
ENSG00000030582	ENST00000588237	
ENSG00000115523	ENST00000482900	
ENSG00000242715	ENST00000379864	
ENSG00000101162	ENST00000217133	
ENSG00000069956	ENST00000560802	
ENSG00000196329	ENST00000469272	
ENSG00000251562	ENST00000620902	
ENSG00000158321	ENST00000476695	
ENSG00000255460	ENST00000531576	
ENSG00000030582	ENST00000589265	41198_at
ENSG00000167178	ENST00000361742	
ENSG00000130653	ENST00000469998	
ENSG00000279408	ENST00000623441	
ENSG00000281909	ENST00000626934	
ENSG00000110321	ENST00000525972	
ENSG00000115523	ENST00000464298	
ENSG00000251562	ENST00000617791	
ENSG00000158321	ENST00000475660	
ENSG00000135966	ENST00000393359	37113_at
ENSG00000160200	ENST00000398158	38474_at
ENSG00000071894	ENST00000620219	33132_at
ENSG00000171053	ENST00000305738	
ENSG00000196329	ENST00000493304	
ENSG00000030582	ENST00000587958	
ENSG00000233730	ENST00000448680	
ENSG00000158321	ENST00000489774	
ENSG00000114547	ENST00000513830	
ENSG00000251562	ENST00000544868	
ENSG00000279408	ENST00000629333	
ENSG00000115523	ENST00000470974	
ENSG00000110321	ENST00000528562	
ENSG00000150907	ENST00000379561	40570_at
ENSG00000071894	ENST00000532725	33132_at
ENSG00000171053	ENST00000525969	
ENSG00000049759	ENST00000356462	
ENSG00000275317	ENST00000620484	
ENSG00000158321	ENST00000416482	
ENSG00000251562	ENST00000610481	
ENSG00000167178	ENST00000565068	
ENSG00000069956	ENST00000558063	
ENSG00000279639	ENST00000624197	
ENSG00000110321	ENST00000532570	
ENSG00000150907	ENST00000473775	
ENSG00000171053	ENST00000437148	
ENSG00000155636	ENST00000286070	
ENSG00000275317	ENST00000622255	
ENSG00000205696	ENST00000421697	
ENSG00000158321	ENST00000443672	
ENSG00000251562	ENST00000508832	
ENSG00000071894	ENST00000526271	33132_at
ENSG00000069956	ENST00000560254	
ENSG00000110321	ENST00000530211	
ENSG00000183439	ENST00000329314	
ENSG00000167178	ENST00000565159	
ENSG00000275317	ENST00000619195	
ENSG00000071894	ENST00000532935	33132_at
ENSG00000114547	ENST00000511862	
ENSG00000155636	ENST00000493048	
ENSG00000115523	ENST00000489980	37145_at
ENSG00000251562	ENST00000616527	
ENSG00000110321	ENST00000527526	
ENSG00000135966	ENST00000258449	37113_at
ENSG00000158321	ENST00000481994	
ENSG00000167178	ENST00000567206	
ENSG00000114547	ENST00000511035	
ENSG00000030582	ENST00000586782	
ENSG00000251562	ENST00000618925	
ENSG00000071894	ENST00000531042	
ENSG00000158321	ENST00000483297	
ENSG00000183439	ENST00000616332	
ENSG00000181718	ENST00000313264	
ENSG00000185437	ENST00000333634	36039_s_at
ENSG00000185437	ENST00000333634	36040_at
ENSG00000155636	ENST00000455903	
ENSG00000110321	ENST00000530702	
ENSG00000167178	ENST00000561740	
ENSG00000242715	ENST00000479850	
ENSG00000114547	ENST00000508088	
ENSG00000281604	ENST00000630893	
ENSG00000136830	ENST00000373314	
ENSG00000135966	ENST00000595531	37113_at
ENSG00000115523	ENST00000524600	37145_at
ENSG00000185437	ENST00000452550	36039_s_at
ENSG00000185437	ENST00000452550	36040_at
ENSG00000071894	ENST00000529288	
ENSG00000251562	ENST00000620465	
ENSG00000155636	ENST00000424099	
ENSG00000205696	ENST00000381301	
ENSG00000110321	ENST00000525995	
ENSG00000185437	ENST00000423596	
ENSG00000071894	ENST00000527827	
ENSG00000159733	ENST00000508471	
ENSG00000102710	ENST00000464572	
ENSG00000030582	ENST00000590984	
ENSG00000115523	ENST00000533041	37145_at
ENSG00000234729	ENST00000552991	
ENSG00000251562	ENST00000612781	
ENSG00000114547	ENST00000510450	
ENSG00000176115	ENST00000447083	39568_g_at
ENSG00000176115	ENST00000447083	39567_at
ENSG00000167178	ENST00000453268	
ENSG00000155636	ENST00000464647	
ENSG00000234729	ENST00000548464	
ENSG00000185437	ENST00000447939	36039_s_at
ENSG00000185437	ENST00000447939	36040_at
ENSG00000260176	ENST00000565111	
ENSG00000110321	ENST00000533485	
ENSG00000030582	ENST00000586443	41198_at
ENSG00000136830	ENST00000478917	
ENSG00000102710	ENST00000483241	
ENSG00000071894	ENST00000527916	
ENSG00000234729	ENST00000548959	
ENSG00000114547	ENST00000505382	
ENSG00000110321	ENST00000534246	
ENSG00000158321	ENST00000498384	
ENSG00000251562	ENST00000618132	
ENSG00000101343	ENST00000377327	
ENSG00000167178	ENST00000565332	
ENSG00000115523	ENST00000534351	37145_at
ENSG00000242715	ENST00000506800	
ENSG00000071894	ENST00000533492	
ENSG00000155636	ENST00000616198	
ENSG00000158321	ENST00000464768	
ENSG00000160963	ENST00000313669	
ENSG00000251562	ENST00000613376	
ENSG00000234586	ENST00000414531	
ENSG00000114547	ENST00000511082	
ENSG00000167178	ENST00000565540	
ENSG00000206149	ENST00000507787	
ENSG00000228015	ENST00000416825	
ENSG00000251562	ENST00000610851	
ENSG00000030582	ENST00000589923	41198_at
ENSG00000224621	ENST00000426353	
ENSG00000186867	ENST00000507331	
ENSG00000102710	ENST00000476109	34211_at
ENSG00000115523	ENST00000409696	37145_at
ENSG00000158321	ENST00000439256	
ENSG00000030582	ENST00000585348	
ENSG00000102710	ENST00000497318	34211_at
ENSG00000230999	ENST00000449817	
ENSG00000231398	ENST00000456509	
ENSG00000189077	ENST00000493111	
ENSG00000038382	ENST00000505971	
ENSG00000102710	ENST00000470359	34211_at
ENSG00000251562	ENST00000618227	
ENSG00000186867	ENST00000334383	
ENSG00000115523	ENST00000491234	
ENSG00000234471	ENST00000434541	
ENSG00000158321	ENST00000465899	
ENSG00000030582	ENST00000586242	41198_at
ENSG00000232056	ENST00000418835	
ENSG00000163710	ENST00000295992	
ENSG00000136830	ENST00000373312	
ENSG00000231006	ENST00000457119	36333_at
ENSG00000102710	ENST00000471868	
ENSG00000071894	ENST00000532560	
ENSG00000235746	ENST00000434549	
ENSG00000167178	ENST00000435464	
ENSG00000242715	ENST00000491049	
ENSG00000251562	ENST00000617489	
ENSG00000160963	ENST00000613501	
ENSG00000038382	ENST00000502816	
ENSG00000101343	ENST00000377340	
ENSG00000115523	ENST00000531685	
ENSG00000158321	ENST00000449547	
ENSG00000124602	ENST00000373164	
ENSG00000102710	ENST00000488590	
ENSG00000251562	ENST00000616691	
ENSG00000160963	ENST00000613091	
ENSG00000163710	ENST00000470795	
ENSG00000115523	ENST00000526018	37145_at
ENSG00000136830	ENST00000468379	
ENSG00000158321	ENST00000418686	
ENSG00000251188	ENST00000511111	
ENSG00000227251	ENST00000438459	
ENSG00000282819	ENST00000633862	
ENSG00000204450	ENST00000533122	
ENSG00000163710	ENST00000485766	
ENSG00000124602	ENST00000470102	
ENSG00000239203	ENST00000441875	
ENSG00000016490	ENST00000234701	38884_at
ENSG00000071894	ENST00000622776	
ENSG00000282390	ENST00000632982	
ENSG00000282659	ENST00000632582	
ENSG00000016490	ENST00000394711	38884_at
ENSG00000136830	ENST00000484348	
ENSG00000117533	ENST00000236192	36818_at
ENSG00000117533	ENST00000236192	37119_at
ENSG00000198216	ENST00000524607	
ENSG00000167178	ENST00000419208	
ENSG00000163710	ENST00000480473	
ENSG00000136830	ENST00000465154	
ENSG00000282476	ENST00000632076	
ENSG00000251441	ENST00000504490	
ENSG00000124602	ENST00000244565	
ENSG00000280709	ENST00000625989	
ENSG00000136830	ENST00000476091	
ENSG00000263667	ENST00000580119	
ENSG00000265408	ENST00000566869	
ENSG00000183454	ENST00000396573	38236_at
ENSG00000102710	ENST00000542180	34211_at
ENSG00000248161	ENST00000502883	
ENSG00000163710	ENST00000483986	
ENSG00000248161	ENST00000505709	
ENSG00000117533	ENST00000474047	36818_at
ENSG00000280709	ENST00000628444	
ENSG00000229905	ENST00000422528	
ENSG00000279785	ENST00000624570	
ENSG00000198216	ENST00000533229	
ENSG00000230184	ENST00000426929	
ENSG00000069956	ENST00000261845	36926_at
ENSG00000071894	ENST00000616140	33132_at
ENSG00000138286	ENST00000242505	41570_at
ENSG00000276845	ENST00000610388	
ENSG00000260133	ENST00000568175	32296_at
ENSG00000163710	ENST00000495732	
ENSG00000222018	ENST00000410005	
ENSG00000256258	ENST00000542797	
ENSG00000117533	ENST00000367740	37119_at
ENSG00000265987	ENST00000585081	
ENSG00000158321	ENST00000615871	35648_at
ENSG00000132463	ENST00000506453	
ENSG00000158321	ENST00000611706	35648_at
ENSG00000282213	ENST00000632977	
ENSG00000237563	ENST00000421353	
ENSG00000260514	ENST00000567219	
ENSG00000163710	ENST00000461818	
ENSG00000132463	ENST00000508091	32595_at
ENSG00000138286	ENST00000372955	
ENSG00000205653	ENST00000381078	
ENSG00000178234	ENST00000482812	
ENSG00000248161	ENST00000512915	
ENSG00000163710	ENST00000493733	
ENSG00000272691	ENST00000609367	
ENSG00000069956	ENST00000558100	
ENSG00000260049	ENST00000561912	
ENSG00000117533	ENST00000482519	37119_at
ENSG00000138286	ENST00000445951	
ENSG00000183454	ENST00000461292	38236_at
ENSG00000163710	ENST00000483454	
ENSG00000248161	ENST00000506972	
ENSG00000260992	ENST00000562781	
ENSG00000186867	ENST00000394427	
ENSG00000147403	ENST00000369817	2016_s_at
ENSG00000225313	ENST00000627421	
ENSG00000226360	ENST00000472730	
ENSG00000225313	ENST00000588828	
ENSG00000236232	ENST00000420387	
ENSG00000225313	ENST00000624453	
ENSG00000102390	ENST00000373358	
ENSG00000132463	ENST00000545193	32595_at
ENSG00000225313	ENST00000630229	
ENSG00000272655	ENST00000326391	1486_at
ENSG00000251254	ENST00000511083	
ENSG00000186867	ENST00000512235	
ENSG00000147403	ENST00000479366	
ENSG00000258454	ENST00000554225	
ENSG00000225313	ENST00000457957	
ENSG00000147403	ENST00000436473	2016_s_at
ENSG00000101343	ENST00000490910	
ENSG00000225313	ENST00000587696	
ENSG00000102390	ENST00000373357	
ENSG00000134490	ENST00000383233	
